left,right,front,steering
502.0,462.0,2208.0,-7.0
473.0,462.0,2208.0,-7.0
483.0,445.0,2072.0,-2.0
486.0,445.0,2072.0,-2.0
475.0,443.0,2030.0,-2.0
482.0,450.0,1932.0,-2.0
488.0,451.0,0.0,-2.0
484.0,450.0,1801.0,-2.0
475.0,450.0,0.0,-2.0
468.0,454.0,1813.0,-2.0
487.0,454.0,1674.0,-2.0
475.0,458.0,1576.0,-2.0
475.0,458.0,1576.0,-2.0
478.0,463.0,1438.0,-2.0
468.0,464.0,1438.0,-2.0
468.0,464.0,1253.0,-7.0
461.0,2149.0,1253.0,-7.0
470.0,2246.0,908.0,-12.0
494.0,1653.0,896.0,-12.0
568.0,1048.0,1142.0,-7.0
1012.0,651.0,1142.0,-7.0
1260.0,651.0,1032.0,-7.0
1435.0,629.0,1032.0,-7.0
1386.0,649.0,1039.0,-7.0
1481.0,649.0,1124.0,-7.0
1232.0,668.0,1124.0,-7.0
1232.0,659.0,1153.0,-12.0
739.0,664.0,1908.0,-12.0
586.0,535.0,2251.0,-12.0
586.0,483.0,2251.0,-7.0
480.0,483.0,2126.0,-2.0
480.0,471.0,2126.0,-2.0
480.0,477.0,2106.0,-2.0
476.0,477.0,2110.0,-7.0
476.0,477.0,2110.0,-7.0
476.0,472.0,1956.0,-2.0
492.0,461.0,1936.0,-2.0
487.0,462.0,1819.0,-2.0
478.0,458.0,1819.0,-2.0
497.0,462.0,1697.0,-2.0
498.0,469.0,1647.0,-2.0
498.0,461.0,1599.0,-2.0
497.0,465.0,1530.0,-2.0
490.0,465.0,1530.0,-2.0
488.0,460.0,1462.0,-2.0
500.0,473.0,1212.0,-2.0
502.0,1944.0,1129.0,-7.0
517.0,2223.0,931.0,-12.0
517.0,1908.0,931.0,-12.0
573.0,1241.0,857.0,-7.0
573.0,1014.0,857.0,-7.0
1057.0,1038.0,836.0,-7.0
1256.0,1041.0,811.0,-12.0
1374.0,772.0,790.0,-12.0
1298.0,772.0,1207.0,-7.0
1014.0,658.0,1467.0,-7.0
1014.0,581.0,1679.0,-7.0
700.0,581.0,1849.0,-7.0
618.0,580.0,2040.0,-7.0
537.0,556.0,2040.0,-12.0
537.0,510.0,2282.0,-12.0
494.0,480.0,2174.0,-2.0
475.0,480.0,2138.0,-2.0
491.0,472.0,2053.0,-2.0
482.0,472.0,2007.0,3.0
507.0,473.0,1866.0,-2.0
481.0,473.0,1936.0,-7.0
480.0,484.0,1893.0,-7.0
487.0,484.0,1880.0,-2.0
476.0,471.0,1817.0,-2.0
483.0,473.0,1648.0,-2.0
483.0,473.0,1666.0,-2.0
495.0,477.0,1601.0,-2.0
502.0,477.0,1529.0,-2.0
481.0,477.0,1379.0,-2.0
482.0,472.0,1278.0,-2.0
484.0,2099.0,1222.0,-2.0
479.0,2290.0,1141.0,-7.0
488.0,2307.0,935.0,-12.0
488.0,2174.0,832.0,-12.0
503.0,1378.0,832.0,-12.0
948.0,1064.0,840.0,-12.0
1260.0,674.0,880.0,-7.0
1283.0,627.0,1079.0,-7.0
1405.0,627.0,1060.0,-7.0
1245.0,646.0,1110.0,-7.0
1037.0,657.0,1113.0,-12.0
1037.0,657.0,1750.0,-12.0
1037.0,538.0,2261.0,-12.0
641.0,506.0,2083.0,-7.0
548.0,485.0,2083.0,-7.0
509.0,485.0,2083.0,-7.0
494.0,475.0,2059.0,-2.0
494.0,479.0,2059.0,-2.0
485.0,467.0,2013.0,-2.0
488.0,467.0,1883.0,-2.0
482.0,489.0,1888.0,-2.0
479.0,482.0,1897.0,-7.0
466.0,477.0,1837.0,-7.0
466.0,475.0,1751.0,-2.0
493.0,474.0,1668.0,-2.0
482.0,477.0,1633.0,-2.0
482.0,477.0,0.0,-2.0
496.0,476.0,0.0,-2.0
498.0,470.0,1366.0,-2.0
501.0,470.0,1270.0,-2.0
501.0,468.0,1206.0,-2.0
516.0,864.0,1206.0,-2.0
496.0,2231.0,953.0,-7.0
498.0,2244.0,0.0,-12.0
540.0,1931.0,832.0,-12.0
594.0,1239.0,824.0,-12.0
1060.0,857.0,824.0,-12.0
1358.0,598.0,1014.0,-7.0
1400.0,568.0,1122.0,-2.0
1357.0,568.0,0.0,-7.0
1020.0,607.0,1201.0,-12.0
1020.0,604.0,1211.0,-12.0
695.0,552.0,1738.0,-12.0
585.0,503.0,2280.0,-7.0
507.0,475.0,2137.0,-7.0
478.0,475.0,2137.0,-7.0
481.0,457.0,2080.0,-2.0
478.0,450.0,2080.0,-2.0
476.0,450.0,2094.0,-2.0
476.0,451.0,2094.0,-2.0
487.0,454.0,1970.0,-2.0
482.0,454.0,1935.0,-7.0
474.0,461.0,1935.0,-2.0
492.0,451.0,1838.0,-2.0
482.0,452.0,1734.0,-2.0
478.0,452.0,1649.0,-2.0
478.0,445.0,1603.0,-2.0
474.0,461.0,1489.0,-2.0
484.0,457.0,1440.0,-2.0
484.0,457.0,0.0,-7.0
484.0,488.0,1178.0,-7.0
458.0,1453.0,1115.0,-7.0
458.0,1453.0,1115.0,-12.0
458.0,1453.0,1115.0,-12.0
458.0,1453.0,1115.0,-7.0
458.0,1453.0,1115.0,-7.0
458.0,1453.0,1115.0,-7.0
458.0,1453.0,1115.0,-7.0
458.0,1453.0,1115.0,-7.0
458.0,1453.0,1115.0,-7.0
458.0,1453.0,1115.0,-12.0
458.0,1453.0,1115.0,-12.0
458.0,1453.0,1115.0,-12.0
458.0,1453.0,1115.0,-7.0
458.0,2155.0,1115.0,-2.0
500.0,2155.0,2110.0,-7.0
500.0,483.0,2110.0,-7.0
476.0,482.0,2048.0,-7.0
476.0,465.0,2038.0,-2.0
486.0,471.0,1997.0,-2.0
486.0,471.0,1997.0,-2.0
502.0,468.0,1916.0,-2.0
504.0,462.0,1797.0,-2.0
502.0,475.0,1797.0,-2.0
486.0,477.0,1781.0,-7.0
503.0,477.0,1664.0,-2.0
495.0,477.0,1699.0,-2.0
495.0,467.0,1582.0,-2.0
511.0,467.0,1499.0,3.0
530.0,451.0,0.0,3.0
502.0,468.0,1236.0,-2.0
478.0,2187.0,1170.0,-7.0
500.0,2234.0,1170.0,-12.0
507.0,1907.0,922.0,-7.0
565.0,1152.0,861.0,-7.0
631.0,1121.0,850.0,-7.0
967.0,1220.0,788.0,-7.0
1237.0,1018.0,788.0,-12.0
1352.0,716.0,1093.0,-12.0
1283.0,716.0,1299.0,-7.0
1283.0,646.0,1599.0,-7.0
985.0,574.0,1599.0,-7.0
685.0,563.0,1738.0,-7.0
592.0,557.0,1977.0,-7.0
592.0,546.0,1977.0,-12.0
477.0,546.0,2217.0,-12.0
476.0,546.0,2157.0,-7.0
485.0,496.0,2087.0,-2.0
485.0,471.0,2067.0,-2.0
487.0,469.0,2067.0,3.0
496.0,480.0,2036.0,-2.0
484.0,491.0,2023.0,-7.0
467.0,483.0,1801.0,-7.0
467.0,483.0,1811.0,-7.0
476.0,464.0,1811.0,-2.0
476.0,464.0,1690.0,-2.0
490.0,464.0,1575.0,-2.0
495.0,474.0,1560.0,-2.0
495.0,469.0,0.0,-2.0
488.0,472.0,1282.0,3.0
499.0,472.0,0.0,-2.0
471.0,2199.0,1170.0,-7.0
471.0,2241.0,1170.0,-12.0
471.0,2265.0,1104.0,-12.0
536.0,2127.0,903.0,-12.0
536.0,1251.0,877.0,-7.0
951.0,914.0,877.0,-7.0
1149.0,852.0,1034.0,-7.0
1374.0,896.0,853.0,-7.0
1239.0,718.0,1004.0,-12.0
1211.0,735.0,1043.0,-12.0
1041.0,626.0,1192.0,-7.0
1041.0,553.0,1557.0,-7.0
669.0,550.0,2004.0,-7.0
587.0,540.0,0.0,-12.0
541.0,540.0,2149.0,-7.0
490.0,473.0,2149.0,-2.0
493.0,473.0,2006.0,-2.0
490.0,472.0,0.0,-2.0
491.0,472.0,1976.0,-2.0
485.0,471.0,1941.0,-2.0
489.0,472.0,1941.0,-2.0
481.0,499.0,1742.0,-2.0
471.0,489.0,1747.0,-2.0
479.0,487.0,1747.0,-7.0
482.0,478.0,1538.0,-2.0
485.0,475.0,1538.0,-2.0
492.0,469.0,1454.0,-2.0
495.0,469.0,1453.0,-2.0
495.0,470.0,1453.0,-2.0
494.0,471.0,1331.0,-2.0
481.0,471.0,1331.0,-2.0
490.0,1894.0,1154.0,-2.0
495.0,2229.0,1154.0,-7.0
498.0,2220.0,936.0,-12.0
498.0,1596.0,868.0,-12.0
637.0,906.0,821.0,-12.0
1083.0,906.0,842.0,-12.0
1489.0,580.0,842.0,-7.0
1378.0,550.0,1150.0,-2.0
1346.0,594.0,1151.0,-7.0
1135.0,620.0,1116.0,-12.0
1135.0,620.0,1641.0,-12.0
690.0,541.0,1641.0,-12.0
579.0,491.0,2317.0,-7.0
579.0,491.0,0.0,-7.0
510.0,477.0,2245.0,-7.0
487.0,478.0,2159.0,-7.0
469.0,476.0,2057.0,-2.0
472.0,446.0,2057.0,-2.0
492.0,446.0,2019.0,-2.0
492.0,441.0,2019.0,-2.0
485.0,441.0,1933.0,-2.0
487.0,441.0,1904.0,-2.0
487.0,450.0,1801.0,-2.0
481.0,451.0,1726.0,-2.0
480.0,449.0,1709.0,-2.0
480.0,447.0,1709.0,-2.0
490.0,447.0,1493.0,-2.0
490.0,446.0,1493.0,-2.0
478.0,455.0,1401.0,-2.0
485.0,455.0,1221.0,-2.0
465.0,1080.0,1221.0,-2.0
471.0,2220.0,1221.0,-7.0
498.0,2138.0,872.0,-12.0
498.0,1367.0,872.0,-12.0
619.0,882.0,894.0,-7.0
1007.0,882.0,884.0,-7.0
1206.0,637.0,1055.0,-7.0
1401.0,653.0,1040.0,-7.0
1459.0,637.0,1040.0,-7.0
1388.0,653.0,1061.0,-7.0
1182.0,673.0,1132.0,-12.0
972.0,604.0,1334.0,-12.0
595.0,604.0,1334.0,-13.0
504.0,542.0,2276.0,-7.0
504.0,480.0,2148.0,-7.0
482.0,471.0,0.0,-2.0
490.0,467.0,2149.0,-2.0
493.0,475.0,2077.0,-2.0
474.0,485.0,2036.0,-2.0
483.0,483.0,2036.0,-7.0
486.0,470.0,1907.0,-2.0
484.0,468.0,1880.0,-2.0
487.0,467.0,1788.0,-2.0
506.0,457.0,1712.0,-2.0
505.0,473.0,1690.0,-2.0
509.0,465.0,1690.0,-2.0
488.0,462.0,1495.0,-2.0
502.0,470.0,1448.0,-2.0
500.0,462.0,1386.0,-2.0
497.0,464.0,1265.0,-2.0
499.0,491.0,1265.0,-7.0
502.0,1603.0,0.0,-7.0
525.0,1778.0,1110.0,-7.0
539.0,1663.0,1110.0,-7.0
610.0,1756.0,862.0,-7.0
610.0,1519.0,794.0,-12.0
1117.0,1129.0,788.0,-12.0
1379.0,1129.0,788.0,-12.0
1379.0,616.0,1084.0,-7.0
1176.0,616.0,1223.0,-7.0
981.0,617.0,1332.0,-7.0
981.0,600.0,1520.0,-7.0
981.0,599.0,1730.0,-12.0
656.0,552.0,2335.0,-12.0
574.0,505.0,2335.0,-7.0
526.0,505.0,2335.0,-2.0
483.0,490.0,2073.0,-2.0
483.0,477.0,2052.0,-2.0
484.0,477.0,2052.0,-2.0
481.0,481.0,2093.0,-2.0
478.0,481.0,2028.0,-7.0
478.0,481.0,1994.0,-7.0
470.0,473.0,1994.0,-2.0
480.0,473.0,1772.0,-2.0
482.0,463.0,0.0,-2.0
486.0,473.0,1579.0,-2.0
485.0,482.0,1557.0,-2.0
485.0,482.0,1423.0,-2.0
485.0,482.0,1423.0,-2.0
484.0,475.0,1228.0,-2.0
487.0,524.0,1228.0,-2.0
480.0,2256.0,1199.0,-2.0
482.0,2291.0,1199.0,-12.0
500.0,2291.0,966.0,-12.0
500.0,1971.0,878.0,-12.0
700.0,1327.0,855.0,-7.0
996.0,953.0,863.0,-7.0
1170.0,928.0,849.0,-7.0
1229.0,928.0,817.0,-12.0
1333.0,703.0,817.0,-7.0
1096.0,703.0,1481.0,-7.0
924.0,612.0,1574.0,-7.0
924.0,590.0,1838.0,-12.0
671.0,0.0,2232.0,-12.0
542.0,504.0,2232.0,-7.0
496.0,504.0,2041.0,-7.0
496.0,484.0,0.0,-2.0
491.0,473.0,2021.0,-2.0
491.0,473.0,1890.0,-2.0
480.0,484.0,1890.0,-2.0
480.0,482.0,1890.0,-7.0
478.0,482.0,1868.0,-2.0
478.0,477.0,1820.0,-2.0
483.0,477.0,1787.0,-2.0
483.0,476.0,1787.0,-2.0
489.0,468.0,1589.0,-2.0
489.0,473.0,1542.0,-2.0
494.0,474.0,1542.0,-2.0
484.0,482.0,1415.0,-2.0
484.0,481.0,1415.0,-2.0
498.0,484.0,1415.0,-2.0
488.0,484.0,1178.0,-7.0
488.0,2007.0,981.0,-7.0
486.0,2092.0,888.0,-7.0
483.0,2024.0,888.0,-12.0
511.0,1394.0,813.0,-12.0
968.0,949.0,820.0,-12.0
1277.0,603.0,863.0,-7.0
1394.0,603.0,1128.0,-7.0
1428.0,610.0,1128.0,-7.0
1231.0,581.0,1202.0,-7.0
1065.0,602.0,1188.0,-12.0
1065.0,602.0,1247.0,-12.0
1065.0,538.0,1681.0,-12.0
669.0,480.0,2245.0,-7.0
550.0,480.0,2215.0,-7.0
507.0,462.0,2105.0,-7.0
485.0,462.0,2095.0,-7.0
471.0,449.0,2095.0,-2.0
478.0,449.0,2093.0,-2.0
478.0,447.0,0.0,-2.0
468.0,454.0,1868.0,-2.0
468.0,453.0,1868.0,-2.0
483.0,453.0,1871.0,-2.0
472.0,449.0,1842.0,-2.0
470.0,456.0,1751.0,-2.0
470.0,454.0,1751.0,-2.0
473.0,462.0,1707.0,-2.0
466.0,462.0,1529.0,-2.0
466.0,461.0,1529.0,-2.0
474.0,459.0,1315.0,-7.0
460.0,459.0,1315.0,-7.0
460.0,459.0,1315.0,-7.0
460.0,459.0,1315.0,-7.0
460.0,459.0,1315.0,-12.0
460.0,459.0,1315.0,-7.0
460.0,459.0,1315.0,-7.0
460.0,459.0,1315.0,-7.0
460.0,459.0,1315.0,-7.0
460.0,459.0,1315.0,-7.0
460.0,459.0,1315.0,-7.0
460.0,459.0,1315.0,-12.0
460.0,459.0,1315.0,-12.0
460.0,2204.0,1315.0,-12.0
562.0,459.0,1315.0,-7.0
562.0,490.0,2197.0,-7.0
484.0,490.0,2224.0,-7.0
484.0,485.0,2114.0,-7.0
469.0,469.0,2114.0,-2.0
486.0,468.0,0.0,-2.0
491.0,475.0,1946.0,-2.0
494.0,469.0,1946.0,-2.0
474.0,469.0,1847.0,-7.0
474.0,468.0,1847.0,-7.0
484.0,468.0,1784.0,-2.0
491.0,464.0,1776.0,-2.0
491.0,462.0,1776.0,-2.0
508.0,462.0,1644.0,-2.0
508.0,462.0,1573.0,-2.0
508.0,456.0,1573.0,-2.0
525.0,463.0,1459.0,3.0
516.0,1137.0,1446.0,-2.0
493.0,2231.0,1277.0,-7.0
496.0,2293.0,1154.0,-12.0
508.0,2293.0,1154.0,-12.0
508.0,1501.0,900.0,-7.0
665.0,1023.0,826.0,-7.0
1011.0,1000.0,826.0,-7.0
1199.0,955.0,820.0,-12.0
1321.0,917.0,840.0,-12.0
1467.0,676.0,840.0,-7.0
1109.0,609.0,1146.0,-7.0
1109.0,590.0,1547.0,-7.0
753.0,604.0,1746.0,-7.0
753.0,587.0,2152.0,-12.0
639.0,587.0,2152.0,-12.0
493.0,502.0,2229.0,-7.0
493.0,502.0,2229.0,-7.0
489.0,472.0,2083.0,-2.0
489.0,472.0,2138.0,-2.0
478.0,471.0,1964.0,-2.0
478.0,469.0,2015.0,-2.0
488.0,474.0,2015.0,-2.0
487.0,474.0,1870.0,-2.0
487.0,486.0,1870.0,-2.0
482.0,486.0,1820.0,-7.0
476.0,485.0,1627.0,-7.0
487.0,469.0,1627.0,-2.0
494.0,469.0,1674.0,-2.0
494.0,470.0,1550.0,-2.0
485.0,461.0,1550.0,-2.0
483.0,480.0,1463.0,3.0
489.0,2164.0,1345.0,-2.0
472.0,2249.0,1170.0,-7.0
478.0,2249.0,931.0,-12.0
501.0,2272.0,897.0,-12.0
501.0,1511.0,0.0,-12.0
613.0,1059.0,877.0,-7.0
1042.0,931.0,877.0,-7.0
1228.0,925.0,1020.0,-7.0
1367.0,925.0,1023.0,-12.0
1315.0,746.0,1171.0,-7.0
1035.0,686.0,1500.0,-7.0
890.0,580.0,1500.0,-7.0
890.0,579.0,1887.0,-12.0
634.0,557.0,2285.0,-12.0
634.0,557.0,2285.0,-7.0
536.0,471.0,2102.0,-2.0
495.0,471.0,2102.0,-2.0
489.0,472.0,1972.0,-2.0
489.0,476.0,1972.0,-2.0
479.0,476.0,2028.0,-7.0
479.0,495.0,2004.0,-7.0
469.0,484.0,1949.0,-2.0
482.0,471.0,1865.0,-2.0
485.0,472.0,1707.0,-2.0
488.0,472.0,1669.0,-2.0
481.0,481.0,1582.0,-2.0
472.0,476.0,1480.0,-2.0
472.0,478.0,1467.0,-2.0
488.0,478.0,1348.0,-2.0
481.0,491.0,1295.0,-7.0
481.0,486.0,1295.0,-2.0
482.0,473.0,1202.0,-2.0
485.0,1186.0,1119.0,-7.0
491.0,2148.0,949.0,-7.0
509.0,1886.0,883.0,-12.0
591.0,1049.0,834.0,-12.0
944.0,1049.0,863.0,-7.0
1357.0,1049.0,1072.0,-7.0
1310.0,572.0,1112.0,-2.0
1359.0,579.0,1056.0,-7.0
1288.0,586.0,1098.0,-12.0
989.0,634.0,1301.0,-12.0
659.0,624.0,1954.0,-12.0
659.0,554.0,2189.0,-7.0
659.0,496.0,2189.0,-7.0
496.0,488.0,2190.0,-12.0
496.0,488.0,2190.0,-7.0
469.0,447.0,2097.0,-2.0
469.0,447.0,2010.0,-2.0
491.0,447.0,2010.0,-2.0
491.0,447.0,2010.0,-2.0
491.0,447.0,2010.0,-2.0
491.0,447.0,2010.0,3.0
491.0,447.0,2010.0,-2.0
491.0,447.0,2010.0,-7.0
491.0,447.0,2010.0,-2.0
491.0,447.0,2010.0,-2.0
491.0,447.0,2010.0,-2.0
491.0,447.0,2010.0,-2.0
491.0,447.0,2010.0,-2.0
491.0,447.0,2010.0,-2.0
491.0,447.0,2010.0,-7.0
478.0,2030.0,1127.0,-7.0
478.0,2061.0,1127.0,-12.0
525.0,2061.0,914.0,-12.0
525.0,1099.0,904.0,-7.0
1055.0,633.0,904.0,-7.0
1146.0,651.0,1034.0,-7.0
1491.0,651.0,1048.0,-7.0
1365.0,645.0,1019.0,-7.0
1510.0,683.0,1019.0,-7.0
1255.0,691.0,1060.0,-12.0
916.0,675.0,1080.0,-12.0
916.0,675.0,1715.0,-12.0
916.0,531.0,2226.0,-12.0
509.0,531.0,2226.0,-7.0
509.0,489.0,2166.0,-2.0
484.0,472.0,2122.0,-2.0
487.0,470.0,2090.0,-2.0
486.0,486.0,2053.0,-7.0
475.0,486.0,2053.0,-7.0
493.0,465.0,2068.0,-2.0
490.0,467.0,2068.0,-2.0
490.0,467.0,1890.0,-2.0
499.0,467.0,1827.0,-2.0
499.0,461.0,1750.0,-2.0
489.0,465.0,1750.0,-2.0
502.0,463.0,1614.0,-2.0
497.0,458.0,1515.0,-2.0
497.0,464.0,0.0,-2.0
501.0,464.0,1411.0,-2.0
506.0,461.0,1390.0,-2.0
501.0,849.0,1181.0,-7.0
497.0,2271.0,0.0,-7.0
496.0,2217.0,952.0,-12.0
533.0,1602.0,924.0,-7.0
597.0,1173.0,882.0,-7.0
990.0,1021.0,856.0,-7.0
1151.0,949.0,842.0,-12.0
1410.0,949.0,981.0,-12.0
1335.0,622.0,1096.0,-7.0
1263.0,622.0,1264.0,-7.0
1019.0,622.0,1426.0,-7.0
686.0,612.0,1591.0,-12.0
686.0,610.0,1917.0,-12.0
578.0,556.0,2310.0,-12.0
503.0,508.0,2163.0,-7.0
503.0,508.0,2163.0,-7.0
480.0,484.0,2222.0,-2.0
480.0,484.0,2222.0,-2.0
482.0,475.0,2119.0,-2.0
482.0,480.0,1952.0,-2.0
482.0,480.0,1976.0,-2.0
487.0,480.0,1823.0,-2.0
479.0,474.0,1822.0,-2.0
479.0,471.0,1765.0,-7.0
479.0,486.0,0.0,-7.0
469.0,480.0,1681.0,-2.0
475.0,480.0,0.0,-2.0
499.0,472.0,1585.0,-2.0
504.0,472.0,1460.0,-2.0
495.0,470.0,1460.0,3.0
482.0,2098.0,1227.0,-2.0
472.0,2246.0,0.0,-7.0
472.0,2314.0,911.0,-12.0
475.0,2183.0,911.0,-12.0
459.0,1496.0,911.0,-12.0
621.0,940.0,849.0,-7.0
621.0,906.0,849.0,-7.0
1233.0,906.0,1032.0,-7.0
1293.0,704.0,1051.0,-7.0
1302.0,702.0,1042.0,-12.0
1261.0,697.0,1252.0,-12.0
765.0,608.0,1252.0,-7.0
765.0,608.0,1997.0,-7.0
626.0,536.0,2147.0,-7.0
554.0,0.0,2195.0,-7.0
509.0,495.0,2106.0,-7.0
493.0,478.0,2057.0,-2.0
498.0,477.0,2055.0,-2.0
478.0,478.0,2055.0,-2.0
475.0,489.0,1936.0,-2.0
475.0,485.0,1977.0,-2.0
475.0,485.0,1857.0,-2.0
476.0,481.0,1848.0,-2.0
476.0,491.0,1796.0,-2.0
471.0,486.0,1740.0,-2.0
482.0,488.0,1681.0,-7.0
489.0,489.0,1614.0,-7.0
471.0,480.0,1476.0,-2.0
489.0,476.0,1476.0,-2.0
498.0,476.0,1383.0,-2.0
488.0,472.0,1312.0,-2.0
503.0,483.0,1198.0,-2.0
496.0,483.0,1113.0,-2.0
490.0,2279.0,1113.0,-7.0
490.0,2214.0,916.0,-12.0
569.0,2090.0,820.0,-12.0
966.0,1008.0,820.0,-7.0
1241.0,603.0,898.0,-7.0
1346.0,588.0,1125.0,-7.0
1384.0,582.0,1075.0,-7.0
1240.0,582.0,1144.0,-7.0
1094.0,597.0,1228.0,-12.0
1094.0,604.0,1515.0,-12.0
1094.0,544.0,1515.0,-12.0
707.0,507.0,2104.0,-7.0
573.0,467.0,2243.0,-7.0
516.0,463.0,2162.0,-7.0
473.0,463.0,2121.0,-2.0
486.0,458.0,2121.0,-2.0
486.0,458.0,2121.0,-2.0
490.0,446.0,2056.0,-2.0
490.0,445.0,2056.0,3.0
492.0,446.0,1932.0,3.0
492.0,471.0,1932.0,-2.0
482.0,471.0,1827.0,-7.0
462.0,471.0,1702.0,-7.0
462.0,456.0,1702.0,-2.0
469.0,456.0,1605.0,-2.0
475.0,463.0,1605.0,-2.0
462.0,457.0,1487.0,-2.0
462.0,464.0,1487.0,-2.0
473.0,457.0,1233.0,-7.0
470.0,457.0,1233.0,-7.0
470.0,457.0,1233.0,-7.0
470.0,457.0,1233.0,-12.0
470.0,457.0,1233.0,-12.0
470.0,457.0,1233.0,-7.0
470.0,457.0,1233.0,-7.0
470.0,457.0,1233.0,-7.0
470.0,457.0,1233.0,-7.0
470.0,457.0,1233.0,-7.0
470.0,457.0,1233.0,-7.0
470.0,457.0,1233.0,-12.0
470.0,457.0,1233.0,-12.0
470.0,2155.0,1233.0,-13.0
516.0,2155.0,2209.0,-12.0
516.0,481.0,2209.0,-7.0
483.0,473.0,2213.0,-2.0
485.0,0.0,2076.0,-2.0
485.0,478.0,2076.0,-2.0
480.0,478.0,2064.0,-7.0
480.0,480.0,2022.0,-2.0
478.0,464.0,1971.0,-2.0
490.0,464.0,1975.0,3.0
503.0,459.0,1975.0,3.0
486.0,459.0,1799.0,-2.0
492.0,484.0,1799.0,-7.0
492.0,484.0,1703.0,-7.0
489.0,484.0,1667.0,-7.0
489.0,464.0,1577.0,-2.0
524.0,461.0,1518.0,3.0
524.0,461.0,1518.0,3.0
524.0,466.0,1271.0,-2.0
505.0,2050.0,1271.0,-7.0
500.0,2203.0,1107.0,-12.0
490.0,1924.0,1107.0,-7.0
550.0,1201.0,1107.0,-7.0
627.0,1130.0,904.0,-7.0
717.0,1079.0,887.0,-7.0
1026.0,1079.0,781.0,-12.0
1242.0,1033.0,781.0,-12.0
1329.0,686.0,817.0,-7.0
1172.0,615.0,1064.0,-7.0
987.0,602.0,1272.0,-7.0
700.0,602.0,1702.0,-7.0
700.0,587.0,1898.0,-13.0
598.0,572.0,0.0,-12.0
512.0,572.0,2223.0,-7.0
474.0,487.0,0.0,-2.0
494.0,477.0,0.0,-2.0
481.0,471.0,2003.0,-2.0
486.0,476.0,2003.0,-2.0
482.0,473.0,1972.0,-2.0
463.0,484.0,1903.0,-7.0
474.0,477.0,1853.0,-2.0
477.0,468.0,1795.0,-2.0
482.0,479.0,1751.0,-2.0
482.0,478.0,1751.0,-2.0
477.0,478.0,1706.0,-2.0
478.0,480.0,1706.0,-2.0
484.0,477.0,1501.0,-7.0
484.0,471.0,1403.0,-7.0
471.0,471.0,1351.0,-2.0
492.0,471.0,1204.0,3.0
492.0,2089.0,1204.0,-2.0
479.0,2241.0,1106.0,-12.0
468.0,2087.0,951.0,-16.0
541.0,2087.0,883.0,-12.0
541.0,702.0,883.0,-2.0
1071.0,702.0,893.0,-7.0
1168.0,950.0,893.0,-7.0
1261.0,930.0,817.0,-12.0
1332.0,930.0,1076.0,-12.0
1192.0,597.0,1290.0,-7.0
945.0,585.0,1626.0,-7.0
945.0,585.0,1872.0,-12.0
569.0,570.0,2169.0,-12.0
569.0,570.0,2169.0,-12.0
497.0,488.0,2098.0,-2.0
499.0,470.0,1966.0,-2.0
492.0,475.0,1966.0,-2.0
486.0,481.0,0.0,-2.0
490.0,476.0,1946.0,-2.0
488.0,480.0,1878.0,-2.0
474.0,481.0,1878.0,-7.0
462.0,486.0,1757.0,-7.0
480.0,486.0,1665.0,-2.0
496.0,472.0,1673.0,-2.0
486.0,474.0,1673.0,-2.0
486.0,474.0,1594.0,-2.0
490.0,478.0,1594.0,-2.0
490.0,478.0,1471.0,-2.0
498.0,479.0,1464.0,-2.0
491.0,479.0,1271.0,-2.0
488.0,488.0,1228.0,-7.0
486.0,2108.0,0.0,-7.0
494.0,2017.0,0.0,-7.0
500.0,2037.0,909.0,-12.0
621.0,1658.0,836.0,-12.0
1035.0,935.0,836.0,-12.0
1302.0,935.0,851.0,-7.0
1314.0,594.0,0.0,-7.0
1430.0,594.0,1171.0,-7.0
1160.0,580.0,1180.0,-7.0
1021.0,589.0,1209.0,-7.0
1021.0,584.0,1349.0,-12.0
669.0,584.0,2043.0,-12.0
669.0,502.0,2223.0,-12.0
564.0,502.0,0.0,-7.0
492.0,460.0,0.0,-2.0
483.0,446.0,2155.0,-2.0
484.0,445.0,2078.0,-2.0
494.0,445.0,2026.0,-2.0
483.0,445.0,1986.0,-2.0
483.0,449.0,1909.0,-2.0
475.0,448.0,1909.0,-2.0
482.0,445.0,1857.0,-2.0
477.0,445.0,1832.0,-2.0
464.0,456.0,1774.0,-2.0
493.0,443.0,1628.0,-2.0
475.0,454.0,1605.0,-2.0
471.0,456.0,1605.0,-2.0
471.0,456.0,1483.0,-2.0
474.0,458.0,1398.0,-2.0
475.0,458.0,1331.0,-7.0
463.0,891.0,0.0,-7.0
471.0,1904.0,1102.0,-7.0
488.0,1854.0,1102.0,-12.0
520.0,923.0,908.0,-12.0
737.0,923.0,1006.0,-7.0
1086.0,629.0,892.0,-7.0
1268.0,644.0,1046.0,-7.0
1521.0,644.0,1007.0,-7.0
1352.0,666.0,1040.0,-7.0
1460.0,672.0,1078.0,-12.0
1087.0,677.0,1186.0,-12.0
658.0,671.0,1665.0,-12.0
658.0,623.0,2170.0,-13.0
535.0,495.0,2170.0,-7.0
499.0,495.0,2195.0,-7.0
481.0,480.0,2155.0,-2.0
481.0,480.0,2136.0,-2.0
486.0,475.0,2115.0,-2.0
485.0,479.0,1984.0,-2.0
481.0,479.0,1935.0,-2.0
473.0,472.0,1965.0,-2.0
480.0,472.0,1866.0,-7.0
470.0,472.0,1804.0,-2.0
477.0,458.0,1725.0,-2.0
