left,right,front,steering
1286.0,654.0,1108.0,-12.0
934.0,654.0,1507.0,-12.0
934.0,631.0,1507.0,-7.0
592.0,558.0,2218.0,-7.0
538.0,537.0,2230.0,-12.0
493.0,506.0,2230.0,-7.0
466.0,486.0,0.0,-2.0
479.0,474.0,2122.0,-2.0
495.0,474.0,2013.0,-2.0
491.0,468.0,2013.0,-2.0
495.0,472.0,1916.0,-2.0
504.0,465.0,1861.0,-2.0
486.0,470.0,1769.0,-2.0
486.0,480.0,1769.0,-2.0
489.0,480.0,1825.0,-7.0
477.0,487.0,1666.0,-7.0
468.0,485.0,1548.0,-2.0
494.0,485.0,1482.0,-2.0
487.0,478.0,1354.0,3.0
483.0,780.0,1253.0,-2.0
477.0,2293.0,1247.0,-12.0
457.0,2312.0,967.0,-16.0
472.0,1375.0,871.0,-16.0
522.0,888.0,874.0,-7.0
1008.0,888.0,1034.0,-7.0
1241.0,646.0,1076.0,-7.0
1313.0,656.0,1025.0,-7.0
1442.0,688.0,1084.0,-12.0
1218.0,694.0,1084.0,-16.0
984.0,668.0,1087.0,-12.0
984.0,581.0,2207.0,-7.0
513.0,581.0,2179.0,-7.0
513.0,507.0,2179.0,-7.0
495.0,488.0,2047.0,-2.0
495.0,484.0,2047.0,-2.0
480.0,484.0,2028.0,-7.0
477.0,497.0,2028.0,-7.0
468.0,497.0,1849.0,-2.0
468.0,476.0,1849.0,-2.0
488.0,476.0,1769.0,-2.0
485.0,476.0,1769.0,-2.0
485.0,476.0,1769.0,-7.0
485.0,476.0,1769.0,-7.0
485.0,476.0,1769.0,-2.0
485.0,476.0,1769.0,-2.0
485.0,476.0,1769.0,-2.0
485.0,476.0,1769.0,-2.0
485.0,476.0,1769.0,-7.0
485.0,476.0,1769.0,-7.0
485.0,476.0,1769.0,-12.0
485.0,476.0,1769.0,-12.0
485.0,476.0,1769.0,-12.0
485.0,1971.0,1769.0,-12.0
1363.0,1971.0,1769.0,-7.0
1363.0,480.0,1157.0,-7.0
1384.0,574.0,1207.0,-7.0
1083.0,609.0,1207.0,-12.0
716.0,620.0,1573.0,-12.0
552.0,550.0,2213.0,-7.0
552.0,492.0,2213.0,-7.0
490.0,464.0,2198.0,-7.0
477.0,457.0,2195.0,-2.0
471.0,445.0,2123.0,-2.0
480.0,445.0,1994.0,-2.0
480.0,453.0,1921.0,-2.0
490.0,439.0,0.0,-2.0
482.0,448.0,1872.0,-2.0
470.0,447.0,1872.0,-2.0
479.0,447.0,1819.0,-2.0
479.0,463.0,1687.0,-2.0
484.0,461.0,1687.0,-2.0
484.0,461.0,1563.0,-7.0
466.0,469.0,1563.0,-7.0
466.0,472.0,1369.0,-2.0
466.0,462.0,1369.0,-2.0
476.0,2283.0,1141.0,-7.0
481.0,1995.0,1141.0,-16.0
481.0,930.0,907.0,-12.0
723.0,930.0,1120.0,-7.0
1131.0,930.0,1120.0,-2.0
1253.0,943.0,1092.0,-2.0
1261.0,977.0,775.0,-12.0
1381.0,977.0,771.0,-16.0
1251.0,709.0,771.0,-12.0
1251.0,575.0,1761.0,-7.0
661.0,575.0,2116.0,-7.0
563.0,530.0,2231.0,-7.0
508.0,494.0,2126.0,-7.0
483.0,498.0,2126.0,-7.0
469.0,498.0,2144.0,-7.0
469.0,481.0,2015.0,-7.0
469.0,473.0,2015.0,-2.0
483.0,473.0,1928.0,3.0
505.0,458.0,1829.0,-2.0
496.0,479.0,1829.0,-7.0
459.0,490.0,1818.0,-7.0
475.0,490.0,1868.0,-7.0
501.0,490.0,1638.0,-2.0
501.0,476.0,1555.0,-2.0
518.0,460.0,1461.0,3.0
518.0,460.0,1461.0,-2.0
500.0,487.0,1247.0,-7.0
500.0,2175.0,984.0,-12.0
499.0,2164.0,984.0,-12.0
490.0,1474.0,932.0,-7.0
608.0,1059.0,851.0,-7.0
1010.0,1136.0,851.0,-7.0
1138.0,1045.0,839.0,-12.0
1332.0,1005.0,767.0,-12.0
1498.0,694.0,815.0,-12.0
1067.0,694.0,1119.0,-12.0
1067.0,607.0,1802.0,-7.0
671.0,550.0,2170.0,-7.0
596.0,553.0,2170.0,-7.0
525.0,541.0,0.0,-12.0
494.0,525.0,2205.0,-12.0
469.0,499.0,2112.0,-7.0
476.0,472.0,2024.0,3.0
486.0,469.0,0.0,3.0
486.0,489.0,2026.0,-7.0
473.0,509.0,1830.0,-12.0
457.0,497.0,1830.0,-7.0
460.0,475.0,1830.0,-2.0
500.0,475.0,1705.0,3.0
500.0,477.0,1705.0,-2.0
490.0,477.0,1564.0,-7.0
482.0,491.0,1470.0,-7.0
468.0,491.0,1297.0,-7.0
469.0,489.0,1297.0,3.0
478.0,2157.0,1228.0,-2.0
473.0,2295.0,1132.0,-12.0
458.0,2292.0,1132.0,-16.0
510.0,1227.0,884.0,-12.0
666.0,1227.0,861.0,-7.0
1099.0,1227.0,902.0,-7.0
1372.0,659.0,1096.0,-7.0
1220.0,679.0,1035.0,-7.0
1400.0,689.0,1066.0,-12.0
1117.0,675.0,1060.0,-16.0
1117.0,613.0,2076.0,-12.0
648.0,517.0,2242.0,-7.0
648.0,488.0,2242.0,-7.0
565.0,488.0,2137.0,-7.0
491.0,480.0,2077.0,-7.0
491.0,480.0,2077.0,-2.0
479.0,480.0,1970.0,-2.0
479.0,484.0,1970.0,-2.0
487.0,484.0,1914.0,-7.0
475.0,484.0,1914.0,-2.0
475.0,480.0,1753.0,-2.0
482.0,475.0,1686.0,-2.0
487.0,477.0,1686.0,-2.0
465.0,477.0,0.0,-7.0
484.0,482.0,1494.0,-7.0
476.0,480.0,1494.0,-2.0
486.0,480.0,1270.0,-2.0
491.0,468.0,1174.0,-2.0
491.0,468.0,0.0,-2.0
485.0,2194.0,914.0,-7.0
485.0,2245.0,914.0,-16.0
522.0,1727.0,2.0,-16.0
1038.0,866.0,843.0,-7.0
1451.0,550.0,2274.0,-7.0
1339.0,550.0,1143.0,-2.0
1318.0,563.0,1066.0,-7.0
1214.0,633.0,1019.0,-12.0
1214.0,687.0,1091.0,-12.0
1214.0,533.0,1669.0,-7.0
713.0,533.0,2198.0,-7.0
575.0,481.0,2260.0,-7.0
504.0,475.0,2194.0,-7.0
477.0,475.0,2194.0,-7.0
477.0,475.0,2194.0,-7.0
477.0,475.0,2194.0,-2.0
477.0,475.0,2194.0,-2.0
477.0,475.0,2194.0,3.0
477.0,475.0,2194.0,3.0
477.0,475.0,2194.0,-2.0
477.0,475.0,2194.0,-7.0
477.0,475.0,2194.0,-7.0
477.0,475.0,2194.0,-2.0
477.0,475.0,2194.0,-2.0
477.0,475.0,2194.0,-2.0
477.0,1594.0,2194.0,-2.0
461.0,1753.0,2194.0,-2.0
461.0,2180.0,1234.0,-12.0
458.0,1934.0,1180.0,-16.0
467.0,846.0,931.0,-12.0
536.0,846.0,919.0,-7.0
1106.0,543.0,1091.0,-2.0
1109.0,951.0,840.0,-7.0
1252.0,951.0,789.0,-12.0
1415.0,948.0,789.0,-12.0
1268.0,661.0,1021.0,-12.0
1268.0,597.0,1665.0,-7.0
718.0,550.0,1881.0,-7.0
580.0,561.0,0.0,-12.0
531.0,524.0,2179.0,-12.0
475.0,481.0,2202.0,-7.0
488.0,464.0,2196.0,3.0
513.0,466.0,2020.0,-2.0
496.0,485.0,2018.0,-7.0
468.0,484.0,1898.0,-7.0
467.0,478.0,1874.0,-7.0
467.0,474.0,1937.0,-7.0
476.0,474.0,1937.0,-2.0
475.0,466.0,1778.0,-2.0
496.0,462.0,1669.0,-2.0
511.0,463.0,1572.0,-2.0
502.0,458.0,1541.0,-2.0
500.0,462.0,1541.0,-2.0
502.0,462.0,1296.0,-2.0
502.0,2124.0,1296.0,-2.0
503.0,2298.0,1223.0,-12.0
512.0,2148.0,1139.0,-12.0
512.0,1325.0,860.0,-12.0
576.0,960.0,860.0,-7.0
1036.0,986.0,872.0,-7.0
1253.0,944.0,810.0,-12.0
1321.0,944.0,817.0,-12.0
1408.0,670.0,1196.0,-7.0
997.0,604.0,1612.0,-7.0
997.0,558.0,0.0,-7.0
583.0,564.0,1958.0,-7.0
527.0,564.0,1958.0,-12.0
527.0,526.0,2185.0,-7.0
482.0,495.0,2201.0,-2.0
477.0,481.0,2179.0,-2.0
484.0,471.0,2047.0,-2.0
489.0,466.0,1989.0,-2.0
483.0,466.0,1944.0,-2.0
483.0,490.0,1764.0,-7.0
466.0,487.0,0.0,-7.0
476.0,475.0,1789.0,-2.0
485.0,471.0,1662.0,-2.0
484.0,468.0,1662.0,-2.0
496.0,468.0,1523.0,-2.0
485.0,479.0,1379.0,-2.0
483.0,479.0,1264.0,-2.0
481.0,627.0,1189.0,-2.0
469.0,2289.0,1189.0,-12.0
465.0,2281.0,948.0,-12.0
481.0,1911.0,897.0,-12.0
559.0,1225.0,849.0,-12.0
1083.0,973.0,838.0,-7.0
1293.0,644.0,1078.0,-7.0
1279.0,644.0,1098.0,-7.0
1218.0,661.0,1134.0,-7.0
1111.0,672.0,1292.0,-12.0
1111.0,684.0,1858.0,-12.0
1111.0,554.0,1858.0,-12.0
674.0,514.0,2289.0,-7.0
561.0,482.0,2102.0,-2.0
492.0,482.0,2102.0,-2.0
488.0,486.0,2105.0,-2.0
488.0,495.0,2001.0,-7.0
482.0,495.0,1930.0,-7.0
475.0,482.0,1930.0,-2.0
480.0,482.0,1865.0,-2.0
480.0,472.0,1824.0,-2.0
479.0,475.0,1764.0,-2.0
484.0,479.0,1638.0,-7.0
484.0,485.0,1638.0,-7.0
483.0,475.0,1484.0,-2.0
489.0,475.0,1484.0,-2.0
494.0,477.0,1351.0,-2.0
478.0,490.0,0.0,-2.0
490.0,621.0,1138.0,-7.0
480.0,2171.0,965.0,-7.0
483.0,2196.0,929.0,-12.0
511.0,1797.0,846.0,-16.0
1044.0,1110.0,815.0,-12.0
1435.0,569.0,875.0,-7.0
1323.0,536.0,1173.0,-2.0
1385.0,536.0,1173.0,-7.0
1396.0,679.0,1041.0,-12.0
1396.0,679.0,1535.0,-16.0
1396.0,536.0,1535.0,-12.0
711.0,484.0,2247.0,-7.0
567.0,484.0,2245.0,-7.0
528.0,470.0,2174.0,-7.0
484.0,470.0,2174.0,-7.0
462.0,473.0,2077.0,-7.0
463.0,462.0,2077.0,-7.0
495.0,441.0,2070.0,-2.0
499.0,441.0,2038.0,3.0
499.0,441.0,2038.0,3.0
476.0,443.0,1809.0,-7.0
477.0,458.0,1967.0,-7.0
463.0,472.0,1750.0,-7.0
457.0,462.0,1652.0,-2.0
471.0,466.0,1652.0,-2.0
482.0,453.0,1472.0,-2.0
474.0,457.0,1391.0,-2.0
469.0,468.0,1209.0,-2.0
477.0,1715.0,1123.0,-7.0
477.0,2229.0,1123.0,-16.0
489.0,1845.0,887.0,-16.0
489.0,1845.0,1101.0,-7.0
1003.0,605.0,1150.0,-2.0
1224.0,525.0,1150.0,-2.0
1381.0,937.0,834.0,-12.0
1441.0,937.0,834.0,-12.0
1548.0,731.0,1001.0,-12.0
988.0,657.0,1441.0,-12.0
988.0,576.0,1441.0,-13.0
602.0,485.0,2252.0,-7.0
524.0,485.0,2252.0,-7.0
474.0,485.0,2163.0,-2.0
474.0,478.0,2163.0,-2.0
477.0,467.0,2158.0,-7.0
474.0,485.0,1965.0,-7.0
472.0,469.0,1950.0,-2.0
479.0,469.0,1792.0,-2.0
479.0,474.0,1792.0,-2.0
473.0,470.0,1759.0,-7.0
492.0,461.0,1759.0,-7.0
492.0,477.0,1759.0,-2.0
505.0,458.0,1601.0,-2.0
505.0,451.0,1601.0,-2.0
511.0,451.0,1534.0,-2.0
506.0,454.0,1396.0,-2.0
523.0,2192.0,1304.0,-2.0
502.0,2249.0,953.0,-12.0
502.0,2146.0,953.0,-12.0
527.0,1463.0,878.0,-12.0
564.0,989.0,1031.0,-12.0
1086.0,989.0,1103.0,-7.0
1367.0,664.0,1073.0,-7.0
1338.0,652.0,1071.0,-7.0
1310.0,654.0,1321.0,-12.0
1010.0,672.0,1321.0,-12.0
634.0,606.0,1892.0,-7.0
543.0,552.0,2342.0,-7.0
509.0,552.0,2335.0,-12.0
509.0,532.0,2122.0,-12.0
472.0,498.0,2030.0,-2.0
476.0,478.0,2030.0,-2.0
496.0,478.0,2110.0,3.0
482.0,474.0,0.0,-2.0
482.0,474.0,1876.0,-7.0
467.0,494.0,1823.0,-7.0
467.0,496.0,1823.0,-7.0
463.0,496.0,1739.0,-7.0
464.0,489.0,0.0,-2.0
493.0,474.0,1656.0,-2.0
498.0,474.0,1414.0,-2.0
495.0,488.0,1414.0,-2.0
493.0,474.0,1414.0,3.0
482.0,2260.0,1203.0,-7.0
474.0,2293.0,1085.0,-16.0
479.0,1955.0,912.0,-16.0
479.0,1006.0,0.0,-7.0
989.0,903.0,1053.0,-7.0
1202.0,701.0,1048.0,-7.0
1353.0,701.0,1018.0,-7.0
1352.0,723.0,1069.0,-12.0
1172.0,734.0,1049.0,-12.0
1172.0,679.0,1223.0,-12.0
1172.0,618.0,1825.0,-12.0
683.0,529.0,2221.0,-7.0
598.0,529.0,2090.0,-7.0
516.0,497.0,2090.0,-7.0
468.0,497.0,2090.0,-7.0
483.0,497.0,2034.0,-7.0
480.0,492.0,1857.0,-2.0
480.0,476.0,1835.0,-2.0
489.0,473.0,1846.0,-2.0
489.0,474.0,1846.0,-2.0
498.0,475.0,1741.0,-2.0
488.0,479.0,1817.0,-2.0
491.0,479.0,1624.0,-2.0
490.0,488.0,1457.0,-7.0
472.0,477.0,1457.0,-2.0
472.0,477.0,1369.0,-2.0
476.0,474.0,1308.0,-2.0
476.0,509.0,1179.0,-7.0
496.0,2178.0,994.0,-7.0
488.0,2195.0,845.0,-12.0
470.0,1749.0,845.0,-12.0
593.0,1114.0,0.0,-12.0
1104.0,858.0,825.0,-12.0
1455.0,858.0,876.0,-7.0
1350.0,607.0,1172.0,-7.0
1192.0,561.0,1246.0,-7.0
976.0,577.0,1276.0,-12.0
976.0,577.0,1670.0,-12.0
976.0,544.0,1670.0,-12.0
663.0,503.0,2182.0,-12.0
530.0,503.0,2107.0,-7.0
497.0,465.0,2107.0,-2.0
494.0,443.0,2109.0,-2.0
494.0,448.0,2109.0,-2.0
488.0,450.0,2088.0,-7.0
467.0,450.0,2088.0,-7.0
467.0,450.0,1824.0,-2.0
474.0,438.0,1859.0,-2.0
473.0,454.0,1859.0,-2.0
486.0,451.0,1651.0,-2.0
486.0,460.0,1524.0,-2.0
477.0,460.0,1524.0,-2.0
467.0,465.0,1461.0,-7.0
467.0,475.0,1461.0,-7.0
464.0,458.0,1376.0,-7.0
497.0,1644.0,1186.0,-2.0
497.0,1993.0,1186.0,-12.0
543.0,1368.0,920.0,-16.0
657.0,1368.0,1023.0,-12.0
1117.0,636.0,1023.0,-7.0
1376.0,575.0,1060.0,-2.0
1364.0,682.0,1082.0,-7.0
1452.0,682.0,808.0,-12.0
1203.0,775.0,808.0,-12.0
1203.0,687.0,1718.0,-12.0
700.0,544.0,2109.0,-13.0
567.0,513.0,2138.0,-7.0
494.0,490.0,2202.0,-7.0
494.0,490.0,2151.0,-7.0
489.0,469.0,2151.0,-2.0
478.0,469.0,2151.0,-2.0
486.0,462.0,1972.0,-2.0
479.0,484.0,1972.0,-7.0
465.0,480.0,1975.0,-7.0
483.0,465.0,1800.0,-2.0
498.0,465.0,1745.0,-2.0
498.0,465.0,1745.0,-2.0
502.0,470.0,1721.0,-2.0
502.0,463.0,1666.0,-2.0
496.0,473.0,1565.0,-2.0
512.0,465.0,1460.0,-7.0
491.0,472.0,1285.0,-7.0
496.0,2035.0,1202.0,-7.0
513.0,2035.0,1182.0,-7.0
513.0,1747.0,942.0,-12.0
530.0,1206.0,892.0,-12.0
727.0,1206.0,839.0,-7.0
1152.0,1206.0,870.0,-7.0
1332.0,677.0,1076.0,-7.0
1397.0,700.0,1070.0,-12.0
1246.0,683.0,1093.0,-12.0
1246.0,677.0,0.0,-12.0
714.0,564.0,2079.0,-7.0
589.0,547.0,0.0,-7.0
518.0,539.0,2309.0,-12.0
487.0,510.0,2215.0,-12.0
487.0,510.0,2145.0,-2.0
472.0,473.0,2145.0,3.0
491.0,473.0,2089.0,-2.0
485.0,471.0,1931.0,-7.0
472.0,494.0,2045.0,-7.0
465.0,492.0,1928.0,-7.0
456.0,492.0,1797.0,-7.0
463.0,480.0,1676.0,-2.0
483.0,476.0,1676.0,-2.0
483.0,471.0,1575.0,-2.0
495.0,471.0,1575.0,-2.0
483.0,481.0,1384.0,-2.0
484.0,519.0,1384.0,-2.0
468.0,2262.0,1266.0,-2.0
467.0,2271.0,1098.0,-12.0
467.0,2235.0,1098.0,-16.0
485.0,1090.0,856.0,-12.0
708.0,1090.0,1048.0,-7.0
1185.0,1090.0,989.0,-7.0
1308.0,638.0,1122.0,-7.0
1288.0,649.0,1066.0,-7.0
1366.0,668.0,1122.0,-12.0
1086.0,683.0,1122.0,-16.0
1086.0,625.0,1295.0,-12.0
631.0,520.0,2264.0,-7.0
559.0,504.0,2106.0,-7.0
504.0,488.0,2098.0,-7.0
488.0,485.0,2011.0,-7.0
485.0,486.0,1995.0,-2.0
488.0,475.0,1995.0,-2.0
485.0,475.0,1887.0,-2.0
485.0,492.0,1888.0,-7.0
460.0,487.0,1794.0,-7.0
480.0,475.0,0.0,-2.0
489.0,479.0,1672.0,-2.0
489.0,477.0,1598.0,-2.0
485.0,475.0,1598.0,-2.0
490.0,475.0,1486.0,-2.0
490.0,483.0,1486.0,-7.0
479.0,483.0,1261.0,-7.0
472.0,485.0,1261.0,-2.0
497.0,2061.0,1261.0,-7.0
487.0,2147.0,987.0,-7.0
487.0,2046.0,900.0,-16.0
513.0,1257.0,0.0,-16.0
932.0,1257.0,845.0,-7.0
1361.0,551.0,1124.0,-2.0
1291.0,551.0,1119.0,-7.0
1381.0,630.0,1056.0,-12.0
1247.0,668.0,1088.0,-16.0
1247.0,668.0,1088.0,-12.0
705.0,511.0,1564.0,-7.0
508.0,511.0,2194.0,-2.0
508.0,462.0,2219.0,-7.0
486.0,475.0,2177.0,-7.0
477.0,471.0,2174.0,-7.0
470.0,463.0,2175.0,-7.0
466.0,459.0,2044.0,-7.0
477.0,459.0,1947.0,-2.0
483.0,452.0,1839.0,-2.0
483.0,440.0,0.0,3.0
480.0,440.0,1847.0,-2.0
458.0,468.0,1847.0,-7.0
459.0,468.0,1593.0,-7.0
461.0,460.0,0.0,-2.0
476.0,460.0,1529.0,-2.0
475.0,462.0,1328.0,-2.0
480.0,457.0,1291.0,-2.0
470.0,501.0,1291.0,-2.0
477.0,2255.0,1110.0,-12.0
475.0,2217.0,930.0,-16.0
511.0,1235.0,885.0,-12.0
1055.0,618.0,1090.0,-7.0
1355.0,618.0,1090.0,-2.0
1444.0,681.0,1049.0,-7.0
1305.0,925.0,804.0,-12.0
1451.0,764.0,788.0,-12.0
1094.0,764.0,1054.0,-12.0
1094.0,629.0,1906.0,-12.0
605.0,566.0,1906.0,-7.0
531.0,491.0,2177.0,-7.0
499.0,472.0,2177.0,-7.0
480.0,472.0,2113.0,-2.0
484.0,470.0,2019.0,-2.0
473.0,481.0,2022.0,-7.0
477.0,481.0,1907.0,-7.0
473.0,482.0,1912.0,-2.0
486.0,471.0,1824.0,-2.0
494.0,464.0,1824.0,-2.0
487.0,466.0,1732.0,-7.0
495.0,472.0,1677.0,-2.0
504.0,460.0,1603.0,-2.0
497.0,457.0,1603.0,-2.0
514.0,465.0,1433.0,-2.0
508.0,457.0,1279.0,-2.0
508.0,526.0,1279.0,-2.0
514.0,2248.0,991.0,-7.0
514.0,2253.0,936.0,-12.0
504.0,1971.0,0.0,-12.0
605.0,1282.0,823.0,-12.0
1142.0,962.0,823.0,-7.0
1370.0,654.0,1038.0,-7.0
1377.0,654.0,1054.0,-7.0
1285.0,679.0,1076.0,-12.0
1285.0,685.0,1184.0,-12.0
1285.0,618.0,2101.0,-7.0
738.0,571.0,2101.0,-7.0
541.0,543.0,2299.0,-7.0
541.0,529.0,2299.0,-12.0
484.0,538.0,2233.0,-7.0
463.0,470.0,2095.0,-2.0
480.0,466.0,2095.0,3.0
511.0,480.0,0.0,-2.0
468.0,480.0,2002.0,-7.0
468.0,496.0,2002.0,-7.0
460.0,490.0,1903.0,-7.0
459.0,490.0,1821.0,-7.0
459.0,477.0,1653.0,-2.0
480.0,479.0,1582.0,-2.0
497.0,471.0,1545.0,-2.0
499.0,472.0,1545.0,-2.0
484.0,483.0,1256.0,3.0
494.0,575.0,1169.0,-2.0
469.0,2261.0,1110.0,-12.0
467.0,2312.0,1110.0,-16.0
470.0,2088.0,907.0,-12.0
543.0,923.0,1074.0,-7.0
969.0,861.0,1074.0,-7.0
1196.0,847.0,1069.0,-7.0
1337.0,695.0,1031.0,-7.0
1320.0,661.0,1034.0,-12.0
1162.0,661.0,1057.0,-12.0
1162.0,607.0,2.0,-12.0
725.0,560.0,2407.0,-12.0
579.0,507.0,2171.0,-7.0
515.0,512.0,2146.0,-7.0
507.0,491.0,2083.0,-7.0
485.0,485.0,2083.0,-7.0
478.0,485.0,1944.0,-2.0
486.0,469.0,1861.0,-2.0
491.0,473.0,1884.0,-2.0
484.0,474.0,1856.0,-2.0
473.0,474.0,1797.0,-2.0
493.0,486.0,1797.0,-7.0
474.0,486.0,1741.0,-7.0
479.0,489.0,1583.0,-2.0
485.0,475.0,1453.0,-2.0
485.0,470.0,1357.0,-2.0
495.0,470.0,1357.0,-2.0
492.0,481.0,1251.0,-2.0
491.0,2052.0,1133.0,-7.0
491.0,2228.0,945.0,-7.0
498.0,2183.0,945.0,-12.0
498.0,1663.0,827.0,-16.0
529.0,1042.0,827.0,-12.0
1001.0,1042.0,887.0,-7.0
1421.0,498.0,1104.0,-7.0
1391.0,522.0,1135.0,-7.0
1370.0,603.0,1135.0,-12.0
1258.0,665.0,1165.0,-16.0
669.0,511.0,1165.0,-12.0
669.0,511.0,1716.0,-7.0
502.0,511.0,2268.0,-7.0
502.0,479.0,2268.0,-7.0
481.0,461.0,2135.0,-7.0
465.0,455.0,2062.0,-7.0
479.0,453.0,1950.0,-2.0
479.0,453.0,1950.0,-2.0
479.0,439.0,1879.0,-2.0
493.0,456.0,1879.0,-2.0
478.0,456.0,1879.0,-2.0
480.0,452.0,1755.0,-2.0
480.0,467.0,1755.0,-2.0
463.0,473.0,0.0,-7.0
463.0,473.0,1548.0,-7.0
459.0,477.0,1437.0,-7.0
466.0,466.0,1248.0,-2.0
475.0,461.0,0.0,-2.0
479.0,1505.0,1224.0,-7.0
476.0,2237.0,1130.0,-12.0
497.0,1133.0,897.0,-16.0
561.0,569.0,867.0,-7.0
1202.0,569.0,1067.0,-2.0
1328.0,582.0,1136.0,-2.0
1350.0,992.0,789.0,-12.0
1471.0,992.0,789.0,-16.0
1389.0,761.0,1105.0,-12.0
1389.0,761.0,1762.0,-7.0
589.0,559.0,2145.0,-13.0
589.0,515.0,2229.0,-7.0
512.0,504.0,2131.0,-7.0
487.0,489.0,0.0,-7.0
480.0,489.0,2177.0,-7.0
478.0,468.0,2037.0,-2.0
488.0,463.0,1935.0,-2.0
500.0,469.0,1943.0,-2.0
491.0,462.0,1805.0,-2.0
477.0,479.0,1845.0,-7.0
493.0,468.0,1845.0,-7.0
486.0,467.0,1790.0,-2.0
508.0,467.0,1584.0,-2.0
508.0,465.0,1584.0,-2.0
490.0,465.0,1584.0,-2.0
498.0,462.0,1466.0,-2.0
503.0,464.0,1280.0,-2.0
503.0,2314.0,0.0,-7.0
499.0,2303.0,1181.0,-12.0
489.0,1910.0,905.0,-12.0
515.0,1130.0,905.0,-7.0
701.0,999.0,870.0,-7.0
1090.0,1014.0,824.0,-12.0
1268.0,1014.0,824.0,-12.0
1329.0,730.0,1049.0,-12.0
1222.0,613.0,1377.0,-7.0
1222.0,568.0,1377.0,-7.0
741.0,583.0,1684.0,-7.0
638.0,585.0,1775.0,-12.0
569.0,530.0,2041.0,-16.0
507.0,530.0,2290.0,-7.0
467.0,485.0,2210.0,3.0
501.0,470.0,1963.0,3.0
476.0,470.0,1963.0,-7.0
476.0,493.0,1988.0,-7.0
478.0,493.0,1990.0,-7.0
471.0,495.0,1887.0,-7.0
464.0,498.0,1822.0,-2.0
473.0,492.0,1754.0,-2.0
483.0,472.0,1676.0,-2.0
490.0,476.0,1529.0,-2.0
495.0,478.0,0.0,-2.0
483.0,478.0,1424.0,-2.0
485.0,471.0,1216.0,-2.0
472.0,2049.0,1216.0,-2.0
479.0,2246.0,1144.0,-7.0
482.0,2295.0,944.0,-12.0
494.0,2112.0,858.0,-16.0
549.0,1373.0,830.0,-12.0
1060.0,924.0,981.0,-7.0
1298.0,924.0,1131.0,-7.0
1252.0,677.0,1021.0,-7.0
1323.0,691.0,1045.0,-12.0
1053.0,670.0,1012.0,-16.0
1053.0,594.0,2034.0,-12.0
629.0,454.0,2276.0,-7.0
554.0,478.0,2276.0,-7.0
505.0,478.0,2074.0,-7.0
505.0,480.0,1988.0,-2.0
487.0,484.0,1988.0,-2.0
491.0,477.0,1988.0,-2.0
483.0,484.0,1992.0,-7.0
472.0,491.0,1872.0,-7.0
472.0,481.0,1872.0,-2.0
475.0,481.0,1796.0,-2.0
499.0,481.0,1601.0,-2.0
499.0,478.0,0.0,-2.0
499.0,480.0,1563.0,-2.0
476.0,487.0,0.0,-2.0
476.0,487.0,1321.0,-7.0
481.0,485.0,1321.0,-7.0
486.0,485.0,1201.0,-2.0
487.0,479.0,941.0,-7.0
486.0,2188.0,853.0,-12.0
486.0,2086.0,853.0,-16.0
569.0,1233.0,832.0,-12.0
569.0,1233.0,1112.0,-7.0
1153.0,620.0,1150.0,-7.0
1398.0,545.0,1139.0,-7.0
1390.0,561.0,1186.0,-7.0
1179.0,586.0,1261.0,-12.0
994.0,596.0,1261.0,-12.0
666.0,597.0,1754.0,-12.0
666.0,534.0,1754.0,-12.0
526.0,493.0,2149.0,-7.0
481.0,460.0,2149.0,-2.0
483.0,460.0,2052.0,-2.0
488.0,440.0,1961.0,-2.0
488.0,448.0,1961.0,-2.0
473.0,462.0,1945.0,-7.0
468.0,462.0,1920.0,-7.0
463.0,455.0,1842.0,-2.0
473.0,457.0,0.0,-2.0
474.0,449.0,1720.0,-2.0
482.0,453.0,1673.0,-2.0
474.0,454.0,1516.0,-2.0
473.0,462.0,1425.0,-2.0
462.0,472.0,1425.0,-7.0
466.0,468.0,1246.0,-7.0
453.0,1054.0,1154.0,-7.0
479.0,2048.0,1154.0,-12.0
492.0,1514.0,1027.0,-12.0
560.0,981.0,1028.0,-7.0
1124.0,637.0,1028.0,-7.0
1219.0,659.0,1051.0,-7.0
1445.0,659.0,998.0,-7.0
1393.0,675.0,998.0,-7.0
1424.0,682.0,979.0,-12.0
1002.0,697.0,1281.0,-16.0
1002.0,656.0,1281.0,-12.0
1002.0,587.0,0.0,-7.0
577.0,469.0,2165.0,-2.0
510.0,475.0,2114.0,-2.0
489.0,475.0,2117.0,-7.0
485.0,493.0,2147.0,-7.0
484.0,493.0,2049.0,-7.0
476.0,491.0,1900.0,-7.0
468.0,476.0,1900.0,-2.0
468.0,473.0,1944.0,-2.0
494.0,463.0,1839.0,-2.0
495.0,459.0,1766.0,-2.0
512.0,452.0,0.0,-2.0
496.0,467.0,0.0,-2.0
491.0,466.0,1499.0,-2.0
491.0,472.0,1481.0,-7.0
499.0,462.0,1481.0,-2.0
507.0,1964.0,1188.0,-2.0
507.0,2229.0,1188.0,-7.0
516.0,2137.0,984.0,-12.0
570.0,2137.0,912.0,-12.0
570.0,957.0,850.0,-12.0
1052.0,957.0,1052.0,-7.0
1302.0,957.0,865.0,-7.0
1399.0,712.0,1028.0,-12.0
1407.0,701.0,1083.0,-12.0
967.0,715.0,1382.0,-12.0
967.0,630.0,1382.0,-7.0
